"Fraction","ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"bulk soil","asv_001207",0.32117392977809,0.0570282857357981,0.00047217,3.03291493,2.04541581,2.24e-06,25.88896464,1.308e-05,3.7e-07,69.03221675,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"bulk soil","asv_000438",0.319771899359268,0.264928164117632,32.61147744,2.6128193,10.8642472,0.77947632,0.43385394,1.2254251,2.978e-05,51.47267093,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000441",0.319562662468285,0.942132308078106,6.74464464,7.50196132,0.00955349,0.00192098,0.0006907,0.00514788,0.00035692,85.73572406,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000550",0.318627233229943,0.474392938960813,21.35961896,6.66781761,3.996e-05,1.29e-06,0,1.0457464,0.87395202,70.05282375,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000574",0.317671554425956,0.878152731516405,1.19e-06,14.33369028,0.51880527,0,1.82417427,8.1e-07,0,83.32332819,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_000278",0.317569923985917,0.0995511209344789,0.65292756,16.76716627,8e-08,0,0.00047756,5.41e-05,0.30407906,82.27529538,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000414",0.316955279871151,0.671205630783626,38.48854854,4.50721067,5.85019877,4e-08,6e-08,1.31e-06,6e-08,51.15404056,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000571",0.313693539165394,0.457601616422452,0.36699345,1.90953281,0,1.89875626,1.59853689,0,4.9e-07,94.2261801,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_000837",0.313316310082136,0.0782128528877119,1.7022676,0,0.48669671,0,1.34432592,0,1.1e-07,96.46670966,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"bulk soil","asv_000770",0.313188465380539,0.393346522599812,0.56418904,1.65544497,1e-08,2.72182033,0,3.9e-07,3.4e-07,95.05854493,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_000433",0.313179089037533,0.922831474946688,29.9130182,4.59807623,5.32904685,0.00039726,1.43e-06,0.76316354,3.8e-07,59.3962961,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000534",0.310310529481189,0.130491789413907,12.38278308,2.37967599,2.09989344,0,0.00012865,7.124e-05,1.674e-05,83.13743086,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000690",0.309381504185158,0.826527310296281,0.65478462,9.42269517,2.83e-06,0.32194775,0.08998975,3.89e-06,0,89.510576,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"bulk soil","asv_000490",0.308203442259879,0.938928283756129,6.72550892,8.60935597,4.4e-07,7.16e-06,1.91e-06,0,0,84.66512559,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000603",0.307555432156734,0.639562543104791,6.5e-07,3.32895904,1.16e-06,2.89e-06,0.0006312,0.88505616,0.00116123,95.78418769,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_000628",0.306936808972111,0.981751945075487,0,3.09225722,0,0,0,0.03968887,2.9e-07,96.86805363,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000286",0.303432415964479,0.149664619547657,2.143e-05,17.30221885,2e-07,1.128e-05,0.11222524,6e-07,0,82.5855224,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000572",0.302014158745043,0.751967709320491,4.59126106,0,1.99508932,2.87774873,9.30915659,1.9623606,1.7e-07,79.26438352,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"bulk soil","asv_000873",0.299962744128974,0.390094246976085,0,2.9e-07,0.5848276,4.15319375,6.18921578,2.93656284,4.74e-06,86.13619499,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000567",0.299887573244449,0.789628968284997,6e-08,0,2.22958187,1e-08,2.2e-07,9e-08,0,97.77041775,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_000900",0.299700100881316,0.188740990980529,7.32180155,1.25531041,0.26376958,8e-08,6.6e-07,0,1.33e-06,91.15911639,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_000974",0.299422579057413,0.649704389238808,1.05891215,3.36100198,3.9571966,1.16220803,0,9.3e-07,0,90.46068031,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000588",0.298745447720468,0.310491861056061,7.67722365,9.57413468,7.77356144,0,1.2e-06,9.53e-06,1.96e-06,74.97506754,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000638",0.298326085515616,0.547459675531624,0,1.49732925,0,0.00154804,10.09880331,4.72188846,0,83.68043094,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"bulk soil","asv_000331",0.29791724354389,0.246345199213949,0,20.11127675,8e-08,0.16976755,0,9.189e-05,0.75782458,78.96103916,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000191",0.297205899029576,0.878775028376593,42.44517293,17.03188703,0,0.21588849,1.62e-06,1.07832797,2.28e-06,39.22871968,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"bulk soil","asv_002204",0.29625983088584,0.0344482959797762,0.90967634,0,2.94e-06,6.29261886,0.62075085,6.453e-05,7.3e-07,92.17688574,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_000184",0.296114962075723,0.398144552431555,48.41077217,17.82173888,1.9e-07,0.63494848,3e-08,1.37897345,0,31.75356681,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"bulk soil","asv_000653",0.290770529878702,0.153595994332171,2.88761784,0.53003598,2.22763319,5.0138404,4.53682686,3.59818092,0.53994483,80.66591997,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"bulk soil","asv_000773",0.290628740830886,0.0170947762397731,0,5.61504093,1.7e-07,0,0,2.47833874,0,91.90662016,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"bulk soil","asv_000477",0.290378706000056,0.146969203638473,28.33641768,1.77466964,10.97546381,6.53e-05,1.814e-05,0.47495979,0,58.43840564,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000830",0.28989343188063,0.457477422359425,2.61e-06,3.8378651,2.48394842,0,20.51623207,5.3e-07,5.9e-07,73.16195069,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000447",0.289072472586875,0.0543667114085991,25.66440569,1.24754028,0,0,0,1.65965109,1.87668348,69.55171947,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"bulk soil","asv_000655",0.288437510369222,0.11654379613259,6.08778982,9e-07,1.383e-05,3.3e-07,10.89319484,0.58683953,1.957e-05,82.43214117,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"bulk soil","asv_000279",0.285202209338411,0.186096079206325,0.47297603,22.07862953,4.21e-05,1e-08,0,0.70020247,0.00034923,76.74780063,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000615",0.283249206346594,0.233856980254199,1.59e-06,5.31367096,4.4e-07,0.61783769,2.9e-07,0,5.02e-06,94.06848401,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_000733",0.282879570226585,0.152576321916263,2.27e-06,5.66082669,3.70013667,0,25.10118053,0.41479991,1.55532457,63.56772936,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000467",0.282188780702285,0.0140801847943709,33.83753895,1.39556049,0,1.467e-05,0,5.37949792,0.33351877,59.0538692,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"bulk soil","asv_000601",0.281903974867208,0.428161555291575,0,6e-08,0.42404573,0.25756246,0.25188181,0.41681092,1e-08,98.649699,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"bulk soil","asv_000697",0.281888940034371,0.727063577237783,0.07275399,6.20508599,0.00016744,7.11e-06,0.02256015,0,1.6040006,92.09542472,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_001036",0.281394164720515,0.331197655197917,0.77715545,8.53120573,4.50331423,0,3e-08,2.9e-07,5.07e-06,86.1883192,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"bulk soil","asv_001130",0.280884566496645,0.784114768105343,0,9.54186745,0.94196426,0.03406742,1.1735713,0,2.827e-05,88.30850129,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_000698",0.279778496087785,0.77091123109998,5.16e-06,0.00011915,5.23352406,6.13085382,8.46e-06,1.97e-05,3.40436417,85.2311055,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"bulk soil","asv_000557",0.27956932265528,0.664642334795013,37.55604586,1.37583361,8.19358517,2e-08,0.14014481,0.62213825,0.54081197,51.57144031,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_001013",0.279048977463016,0.176457155924464,2.03e-06,5.84106666,1.18e-06,4.46326961,3.371e-05,1.08932978,8.1e-07,88.60629622,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000150",0.277433639578769,0.18545011056095,2.44125501,0,2.52562846,1.04102861,0,6.1e-06,0,93.99208182,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"bulk soil","asv_000669",0.275110303238425,0.641253528164898,7.0516515,3.56958191,2.24808606,1.23760697,7.01445314,0.83198314,0,78.04663729,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"bulk soil","asv_001342",0.274542995498846,0.272213399588637,6.12e-06,2.9813152,1.139e-05,0,0.10561147,4.569e-05,6.033e-05,96.9129498,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae",NA,NA,"f__Nocardioidaceae  "
"bulk soil","asv_000157",0.273781952266476,0.300052737187653,1.09043698,0,0,1.42912358,0,3e-08,1.53723169,95.94320772,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"bulk soil","asv_000592",0.271231908107724,0.874278946975563,0,0,0,0,1.5e-07,4.04777173,0,95.95222813,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000765",0.270812162949586,0.478096074501197,0,3.29301518,0,6e-08,0.80173078,0,0,95.90525399,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"bulk soil","asv_000902",0.270259004574673,0.460814192908201,0.53277074,1.78813381,1.6e-07,2.5239521,1.12e-06,0,1.5e-07,95.15514193,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_000189",0.269690124899091,0.680209583527405,45.43420962,13.96661875,0.00033698,0.11075088,0.00066151,2.58510925,0,37.90231301,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"bulk soil","asv_000874",0.269663223431599,0.321159125036499,5.28604053,5.04827427,0.00031514,0,16.4851766,3.49617481,0.48002395,69.20399469,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"bulk soil","asv_000558",0.26898674100292,0.799444300072882,27.91685081,1.50794873,10.98782352,2e-07,3.68e-06,0.56256159,0.00119478,59.02361668,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000671",0.268566729359925,0.859821061321304,0.42859277,0.91676961,6.63036358,1.12e-05,6.69064218,1.75161537,1.78e-06,83.58200351,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"bulk soil","asv_000329",0.268271524554772,0.00966329576809532,0.00070936,15.72043717,6.1e-07,1.5e-07,1.08446415,0.34762135,9.9e-07,82.84676621,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000642",0.267477085695192,0.577972721372067,15.1155477,5.00715278,0.37154746,0,0.00024654,0,6e-08,79.50550546,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000339",0.267317283876327,0.198507261965984,0,22.74289691,0,1.2e-07,1.4e-07,0.46048076,0.51332797,76.28329411,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_001096",0.26686482421838,0.967573486897785,5.79161505,4.70216078,5.09745126,0.00621372,17.8303682,0.25082861,2.587e-05,66.3213365,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_000158",0.266041847989507,0.333118134506387,1.17082485,0,0.56251938,1.58710555,0,2.34941965,1.12005009,93.21008048,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"bulk soil","asv_000275",0.265560165858812,0.677274805855778,2.869613,20.51562257,0.00216805,0.00016029,0.25375547,0.96163892,0,75.3970417,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000322",0.26248357246125,0.377387903986116,1.293e-05,17.67753916,1.1e-07,0.10447613,3.989e-05,0,9.62e-06,82.21792216,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA,"f__Pseudomonadaceae  "
"bulk soil","asv_000892",0.262051050434998,0.0158255129235785,0,7e-07,2.64e-06,1.26e-06,1.41134547,0.60350166,2.76142948,95.22371878,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000512",0.261725901761193,0.0621363629607719,23.66935732,0.19953933,0,0.15425156,0,1.94421165,6.67561579,67.35702435,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"bulk soil","asv_000834",0.260814475316599,0.249639969953685,5.80977083,0,4.8e-07,2.81778458,1.35567549,0,0,90.01676862,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"bulk soil","asv_000327",0.260710408314027,0.611640512301119,8.6e-07,18.86189794,1.291e-05,0.00056703,1.796e-05,1.99574704,0.11185138,79.02990489,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_001060",0.259467416684804,0.75978208047795,0,0.35551201,0,9e-08,0,0,2e-08,99.64448789,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"bulk soil","asv_000500",0.259252588901836,0.000862862526554046,31.50330434,2.15625965,1.17e-06,0.42311807,2.324e-05,0.25464801,2.14e-06,65.66264338,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae",NA,NA,"f__Micrococcaceae  "
"bulk soil","asv_000193",0.259015293642465,0.216133926634474,44.51058073,16.26780187,7.787e-05,0.66338166,0.00014551,1.58121848,0,36.97679387,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"bulk soil","asv_001016",0.258370758935075,0.0952321199642027,0,3.36968151,0.44403378,2.30597349,11.91409654,4.00792295,1.19393381,76.76435792,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosovibrio","tenuis","f__Nitrosomonadaceae g__Nitrosovibrio s__tenuis"
"bulk soil","asv_000832",0.258209509390718,0.523393038475679,3.28839525,5.64123416,1.38347243,2.284e-05,0.96108932,2e-07,0,88.7257858,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_000645",0.257098837963742,2.17652892785056e-05,22.55958625,6.04400649,0.78315683,6.057e-05,0,1.19962993,0,69.41355993,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
